id;cod;tree_parent_cod;metatag;display;name_es;name_gl;name_en;name_ca
1169;U320404;U320400;0;1;"Rehabilitación";"Rehabilitación";"Rehabilitation"
1170;U320499;U320400;0;1;"Otras";"Outras";"Other"
1171;U320500;U320000;0;1;"Medicina interna";"Medicina interna";"Internal medicine"
1172;U320501;U320500;0;1;"Cardiología";"Cardioloxía";"Cardiology"
1173;U320502;U320500;0;1;"Endocrinología";"Endocrinoloxía";"Endocrinology"
1174;U320503;U320500;0;1;"Gastroenterología";"Gastroenteroloxía";"Gastro-enterology"
1175;U320504;U320500;0;1;"Hematología";"Hematoloxía";"Haeatology"
1176;U320505;U320500;0;1;"Enfermedades infecciosas";"Enfermidades infecciosas";"Infectious diseases"
1177;U320506;U320500;0;1;"Nefrología";"Nefroloxía";"Nephrology"
1178;U320507;U320500;0;1;"Neurología";"Neuroloxía";"Neurology"
1179;U320508;U320500;0;1;"Enfermedades pulmonares";"Enfermidades pulmonares";"Pulmonary diseases"
1180;U320509;U320500;0;1;"Reumatología";"Reumatoloxía";"Rheumatology"
1181;U320599;U320500;0;1;"Otras";"Outras";"Other"
1182;U320600;U320000;0;1;"Ciencias de la nutrición";"Ciencias da nutrición";"Nutrition sciences"
1183;U320601;U320600;0;1;"Digestión";"Dixestión";"Digestion"
1184;U320602;U320600;0;1;"Metabolismo energético";"Metabolismo enerxético";"Energy metabolism"
1185;U320603;U320600;0;1;"Sustancias tóxicas naturales";"Sustancias tóxicas naturais";"Natural toxicants"
1186;U320604;U320600;0;1;"Deficiencias alimentarias";"Deficiencias alimentarias";"Food deficiencies"
1187;U320605;U320600;0;1;"Agentes patógenos de los alimentos";"Axentes patóxenos dos alimentos";"Food pathogens"
1188;U320606;U320600;0;1;"Necesidades alimentarias";"Necesidades alimentarias";"Food requirements"
1189;U320607;U320600;0;1;"Elementos minerales en la alimentación";"Elementos minerais na alimentación";"Mineral elements in food"
1190;U320608;U320600;0;1;"Nutrientes";"Nutrintes";"Nutrients"
1191;U320609;U320600;0;1;"Valor nutritivo";"Valor nutritivo";"Nutrient values"
1192;U320610;U320600;0;1;"Enfermedades de la nutrición";"Enfermidades da nutrición";"Nutritional diseases"
1193;U320611;U320600;0;1;"Toxicidad de los alimentos";"Toxicidade dos alimentos";"Toxicity of food"
1194;U320612;U320600;0;1;"Oligoelementos en la alimentación";"Oligoelementos na alimentación";"Trace elements in foods"
1195;U320613;U320600;0;1;"Vitaminas";"Vitaminas";"Vitamins"
1196;U320699;U320600;0;1;"Otras";"Outras";"Other"
1197;U320700;U320000;0;1;"Patología";"Patoloxía";"Pathology"
1198;U320701;U320700;0;1;"Alergias";"Alerxias";"Allergies"
1199;U320702;U320700;0;1;"Artereoesclerosis";"Artereoesclerose";"Atherosclerosis"
1200;U320703;U320700;0;1;"Carcinogénesis";"Carcinoxénese";"Carcinogenesis"
1201;U320704;U320700;0;1;"Patología cardiovascular";"Patoloxía cardiovascular";"Cardio-vascular pathology"
1202;U320705;U320700;0;1;"Patología comparativa";"Patoloxía comparativa";"Comparative pathology"
1203;U320706;U320700;0;1;"Endotoxinas";"Endotoxinas";"Endotoxins"
1204;U320707;U320700;0;1;"Patología experimental";"Patoloxía experimental";"Experimental pathology"
1205;U320708;U320700;0;1;"Hematología";"Hematoloxía";"Haematology"
1206;U320709;U320700;0;1;"Histopatología";"Histopatoloxía";"Histopathology"
1207;U320710;U320700;0;1;"Inmunopatología";"Inmunopatoloxía";"Immunipathology"
1208;U320711;U320700;0;1;"Neuropatología";"Neuropatoloxía";"Neuropathology"
1209;U320712;U320700;0;1;"Parasitología";"Parasitoloxía";"Parasitology"
1210;U320713;U320700;0;1;"Oncología";"Oncoloxía";"Oncology"
1211;U320714;U320700;0;1;"Osteopatología";"Osteopatoloxía";"Osteopathology"
1212;U320715;U320700;0;1;"Patología de la radiación";"Patoloxía da radiación";"Radiation pathology"
1213;U320716;U320700;0;1;"Stress";"Stress";"Stress"
1214;U320717;U320700;0;1;"Teratología";"Teratoloxía";"Teratology"
1215;U320718;U320700;0;1;"Trombosis";"Trombose";"Thrombosis"
1216;U320799;U320700;0;1;"Otras";"Outras";"Other"
1217;U320800;U320000;0;1;"Farmacodinámica";"Farmacodinámica";"Pharmacodynamics"
1218;U320801;U320800;0;1;"Absorción de medicamentos";"Absorción de medicamentos";"Absorption of drugs"
1219;U320802;U320800;0;1;"Acción de los medicamentos";"Acción dos medicamentos";"Action of drugs"
1220;U320803;U320800;0;1;"Activación;procesos múltiples";"Activación;procesos múltiples";"Activation;multiple processes"
1221;U320804;U320800;0;1;"Lugar de acción activa;receptores";"Lugar de acción activa;receptores";"Active locations;receptors"
1222;U320805;U320800;0;1;"Catálisis;autocatálisis;inmunocatálisis";"Catálise;autocatálise;inmunocatálise";"Catalysis;autocatalysis;immunocatalysis"
1223;U320806;U320800;0;1;"Quimioterapia";"Quimioterapia";"Chemotherapy"
1224;U320807;U320800;0;1;"Interacción de antígenos";"Interacción de antíxenos";"Interaction of antigens"
1225;U320808;U320800;0;1;"Mecanismos de acción de los medicamentos";"Mecanismos de acción dos medicamentos";"Mechanism of drug action"
1226;U320809;U320800;0;1;"Procesos metabólicos de los medicamentos";"Procesos metabólicos dos medicamentos";"Metabolic processes of drugs"
1227;U320899;U320800;0;1;"Otras";"Outras";"Other"
1228;U320900;U320000;0;1;"Farmacología";"Farmacoloxía";"Pharmacology"
1229;U320901;U320900;0;1;"Análisis de medicamentos";"Análise de medicamentos";"Analysis of pharmaceuticals"
1230;U320902;U320900;0;1;"Composición de medicamentos";"Composición de medicamentos";"Composition of drugs"
1231;U320903;U320900;0;1;"Evaluación de medicamentos";"Avaliación de medicamentos";"Evaluation of drugs"
1232;U320904;U320900;0;1;"Medicamentos naturales";"Medicamentos naturais";"Naturally occurring drugs"
1233;U320905;U320900;0;1;"Farmacognosia";"Farmacognosia";"Pharmacognosy"
1234;U320906;U320900;0;1;"Farmacopeas";"Farmacopeas";"Pharmacopoeas"
1235;U320907;U320900;0;1;"Fitofármacos";"Fitofármacos";"Phytopharmaceuticals"
1236;U320908;U320900;0;1;"Preparación de medicamentos";"Preparación de medicamentos";"Preparation of drugs"
1237;U320909;U320900;0;1;"Psicofarmacología";"Psicofarmacoloxía";"Psychopharmacology"
1238;U320910;U320900;0;1;"Radiofármacos";"Radiofármacos";"Radiopharmaceuticals"
1239;U320911;U320900;0;1;"Normalización de los medicamentos";"Normalización dos medicamentos";"Standardization of drugs"
1240;U320912;U320900;0;1;"Medicamentos sintéticos";"Medicamentos sintéticos";"Synthetic drugs"
1241;U320999;U320900;0;1;"Otras";"Outras";"Other"
1242;U321000;U320000;0;1;"Medicina preventiva";"Medicina preventiva";"Preventive medicine"
1243;U321100;U320000;0;1;"Psiquiatría";"Psiquiatría";"Psychiatry"
1244;U321200;U320000;0;1;"Salud pública";"Saúde pública";"Public health"
1245;U321300;U320000;0;1;"Cirugía";"Ciruxía";"Surgery"
1246;U321301;U321300;0;1;"Cirugía abdominal";"Ciruxía abdominal";"Abdominal surgery"
1247;U321302;U321300;0;1;"Cirugía estética";"Ciruxía estética";"Aesthetic surgery"
1248;U321303;U321300;0;1;"Anestesiología";"Anestesioloxía";"Anaesthesiology"
1249;U321304;U321300;0;1;"Cirugía de huesos";"Ciruxía de ósos";"Bone surgery"
1250;U321305;U321300;0;1;"Cirugía de garganta;nariz y oídos";"Ciruxía de garganta;nariz e oídos";"Ear-nose-throat surgery"
1251;U321306;U321300;0;1;"Cirugía experimental";"Ciruxía experimental";"Experimental surgery"
1252;U321307;U321300;0;1;"Cirugía del corazón";"Ciruxía do corazón";"Heart surgery"
1253;U321308;U321300;0;1;"Neurocirugía";"Neurociruxía";"Neurosurgery"
1254;U321309;U321300;0;1;"Cirugía ocular";"Ciruxía ocular";"Ocular surgery"
1255;U321310;U321300;0;1;"Cirugía ortopédica";"Ciruxía ortopédica";"Orthopaedic surgery"
1256;U321311;U321300;0;1;"Fisioterapia";"Fisioterapia";"Physiotherapy"
1257;U321312;U321300;0;1;"Proctología";"Proctoloxía";"Proctology"
1258;U321313;U321300;0;1;"Ortodoncia-estomatología";"Ortodoncia-estomatoloxía";"Stomatology-orthodonty"
1259;U321314;U321300;0;1;"Cirugía de los trasplantes";"Ciruxía dos trasplantes";"Transplantation surgery"
1260;U321315;U321300;0;1;"Traumatología";"Traumatoloxía";"Traumatology"
1261;U321316;U321300;0;1;"Urología";"Uroloxía";"Urology"
1262;U321317;U321300;0;1;"Cirugía vascular";"Ciruxía vascular";"Vascular surgery"
1263;U321399;U321300;0;1;"Otras";"Outras";"Other"
1264;U321400;U320000;0;1;"Toxicología";"Toxicoloxía";"Toxicology"
1265;U329900;U320000;0;1;"Otras especialidades médicas";"Outras especialidades médicas";"Other medical specialities"
1266;U330000;UNESCO;0;1;"Ciencias tecnológicas";"Ciencias tecnolóxicas";"Technological sciences"
1267;U330100;U330000;0;1;"Ingeniería y tecnología aeronáuticas";"Enxeñaría e tecnoloxía aeronáuticas";"Aeronautical technology and engineering"
1268;U330101;U330100;0;1;"Aerodinámica";"Aerodinámica";"Aerodynamics"
1269;U330102;U330100;0;1;"Cargas aerodinámicas";"Cargas aerodinámicas";"Aerodynamic loads"
1270;U330103;U330100;0;1;"Teoría aerodinámica";"Teoría aerodinámica";"Aerodynamic theory"
1271;U330104;U330100;0;1;"Aeronaves";"Aeronaves";"Aircraft"
1272;U330105;U330100;0;1;"Combustibles de aviación;combustión";"Combustibles de aviación;combustión";"Aircraft fuels;combustion"
1273;U330106;U330100;0;1;"Estructuras de aeronaves";"Estruturas de aeronaves";"Aircraft structures"
1274;U330107;U330100;0;1;"Amortiguadores de aires";"Amortiguadores de aires";"Air cushion devices"
1275;U330108;U330100;0;1;"Aeropuertos y transportes aéreos";"Aeroportos e transportes aéreos";"Airports and air transport"
1276;U330109;U330100;0;1;"Compresores y turbinas";"Compresores e turbinas";"Compressors and turbines"
1277;U330110;U330100;0;1;"Investigación y pruebas de vuelo";"Investigación e probas de voo";"Flight test and research"
1278;U330111;U330100;0;1;"Aleteo y vibraciones";"Aleteo e vibracións";"Flutter and vibration"
1279;U330112;U330100;0;1;"Hidrodinámica";"Hidrodinámica";"Hydrodynamics"
1280;U330113;U330100;0;1;"Instrumentación";"Instrumentación";"Instrumentation"
1281;U330114;U330100;0;1;"Cargas de aterrizaje";"Cargas de aterrizaxe";"Landing loads"
1282;U330115;U330100;0;1;"Sistemas de propulsión";"Sistemas de propulsión";"Propulsion systems"
1283;U330116;U330100;0;1;"Materiales de los sistemas de propulsión";"Materiais dos sistemas de propulsión";"Porpulsion system materials"
1284;U330117;U330100;0;1;"Hélices rotatorias";"Hélices rotatorias";"Rotary wing"
1285;U330118;U330100;0;1;"Estabilidad y control";"Estabilidade e control";"Stability and control"
1286;U330199;U330100;0;1;"Otras";"Outras";"Other"
1287;U330200;U330000;0;1;"Tecnología bioquímica";"Tecnoloxía bioquímica";"Biochemical technology"
1288;U330201;U330200;0;1;"Tecnología de los antibióticos";"Tecnoloxía dos antibióticos";"Antibiotics technology"
1289;U330202;U330200;0;1;"Tecnología de la fermentación";"Tecnoloxía da fermentación";"Fermentation technology"
1290;U330203;U330200;0;1;"Microbiología industrial";"Microbioloxía industrial";"Industrial microbiology"
1291;U330290;U330200;0;1;"Ingeniería bioquímica";"Enxeñaría bioquímica";"Biochemical engineering"
1292;U330299;U330200;0;1;"Otras";"Outras";"Other"
1293;U330300;U330000;0;1;"Ingeniería y tecnología químicas";"Enxeñaría e tecnoloxía químicas";"Chemical technology and engineering"
1294;U330301;U330300;0;1;"Tecnología de la catálisis";"Tecnoloxía da catálise";"Catalysis technology"
1295;U330302;U330300;0;1;"Economía química";"Economía química";"Chemical economics"
1296;U330303;U330300;0;1;"Procesos químicos";"Procesos químicos";"Chemical processes"
1297;U330304;U330300;0;1;"Separación química";"Separación química";"Chemical separation"
1298;U330305;U330300;0;1;"Síntesis química";"Síntese química";"Chemical synthesis"
1299;U330306;U330300;0;1;"Tecnología de la combustión";"Tecnoloxía da combustión";"Combustion technology"
1300;U330307;U330300;0;1;"Tecnología de la corrosión";"Tecnoloxía da corrosión";"Corrosion technology"
1301;U330308;U330300;0;1;"Desionización";"Desionización";"Deionisation"
1302;U330309;U330300;0;1;"Operaciones electroquímicas";"Operacións electroquímicas";"Electrochemical operations"
1303;U330310;U330300;0;1;"Recubrimiento por electrólisis";"Recubrimento por electrólise";"Electroplating"
1304;U330311;U330300;0;1;"Química industrial";"Química industrial";"Industrial chemistry"
1305;U330312;U330300;0;1;"Procesos de química nuclear";"Procesos de química nuclear";"Nuclear-chemical processes"
1306;U330313;U330300;0;1;"Tecnología de la conservación";"Tecnoloxía da conservación";"Preservation technology"
1307;U330314;U330300;0;1;"Revestimientos protectores";"Revestimentos protectores";"Protective coatings"
1308;U330315;U330300;0;1;"Revestimientos refractarios";"Revestimentos refractarios";"Refractory coating"
1309;U330316;U330300;0;1;"Revestimientos hidrófobos";"Revestimientos hidrófobos";"Water repellent coatings"
1310;U330390;U330300;0;1;"Tecnología química: tensioactivos";"Tecnoloxía química: tensioactivos";"Chemical technology: surfactants"
1311;U330399;U330300;0;1;"Otras";"Outras";"Other"
1312;U330400;U330000;0;1;"Tecnología de los ordenadores";"Tecnoloxía dos ordenadores";"Computer technology"
1313;U330401;U330400;0;1;"Ordenadores analógicos";"Ordenadores analóxicos";"Analog computers"
1314;U330402;U330400;0;1;"Convertidores analógico-digitales";"Convertidores analóxico-dixitais";"Analog-digital convertors"
1315;U330403;U330400;0;1;"Instrucciones aritméticas y de máquina";"Instrucións aritméticas e de máquina";"Arythmetic and machine instructions"
1316;U330404;U330400;0;1;"Unidades centrales de proceso";"Unidades centrais de proceso";"Central processing units"
1317;U330405;U330400;0;1;"Sistemas de reconocimiento de caracteres";"Sistemas de recoñecemento de caracteres";"Character recognition systems"
1318;U330406;U330400;0;1;"Arquitectura de ordenadores";"Arquitectura das computadoras";"Computer architecture"
1319;U330407;U330400;0;1;"Periféricos de ordenadores";"Periféricos de ordenadores";"Computer peripherals"
1320;U330408;U330400;0;1;"Fiabilidad de los ordenadores";"Fiabilidade dos ordenadores";"Computer reliability"
1321;U330409;U330400;0;1;"Mantenimiento de los ordenadores";"Mantemento dos ordenadores";"Computer serviceability"
1322;U330410;U330400;0;1;"Terminales;dispositivos gráficos y trazadores";"Terminais;dispositivos gráficos e trazadores";"Computer terminals;graphic display devices and plotters"
1323;U330411;U330400;0;1;"Diseño de sistemas de cálculo";"Deseño de sistemas de cálculo";"Computing systems design"
1324;U330412;U330400;0;1;"Dispositivos de control";"Dispositivos de control";"Control devices"
1325;U330413;U330400;0;1;"Dispositivos de transmisión de datos";"Dispositivos de transmisión de datos";"Data transmission devices"
1326;U330414;U330400;0;1;"Ordenadores digitales";"Ordenadores dixitais";"Digital computers"
1327;U330415;U330400;0;1;"Ordenadores híbridos";"Ordenadores híbridos";"Hybrid computers"
1328;U330416;U330400;0;1;"Diseño lógico";"Deseño lóxico";"Logic design"
1329;U330417;U330400;0;1;"Sistemas en tiempo real";"Sistemas en tempo real";"Real-time systems"
1330;U330418;U330400;0;1;"Dispositivos de almacenamiento";"Dispositivos de almacenamento";"Storage devices"
1331;U330499;U330400;0;1;"Otras";"Outras";"Other"
1332;U330500;U330000;0;1;"Tecnología de la construcción";"Tecnoloxía da construción";"Construction technology"
1333;U330501;U330500;0;1;"Diseño arquitectónico";"Deseño arquitectónico";"Architectural design"
1334;U330502;U330500;0;1;"Construcción de aeropuertos";"Construción de aeroportos";"Airport construction"
1335;U330503;U330500;0;1;"Grandes edificios y rascacielos";"Grandes edificios e rascaceos";"Buildings;large and skyscrapers"
1336;U330504;U330500;0;1;"Puentes";"Pontes";"Bridges"
1337;U330505;U330500;0;1;"Tecnología del hormigón";"Tecnoloxía do formigón";"Technology of concrete"
1338;U330506;U330500;0;1;"Ingeniería civil";"Enxeñaría civil";"Civil engineering"
1339;U330507;U330500;0;1;"Presas";"Presas";"Dams"
1340;U330508;U330500;0;1;"Drenajes";"Drenaxes";"Drainage"
1341;U330509;U330500;0;1;"Excavaciones";"Excavacións";"Excavations"
1342;U330510;U330500;0;1;"Cimientos";"Cimentos";"Foundations"
1343;U330511;U330500;0;1;"Puertos";"Portos";"Harbours"
1344;U330512;U330500;0;1;"Construcciones pesadas";"Construcións pesadas";"Heavy constructions"
1345;U330513;U330500;0;1;"Autopistas";"Autopistas";"Highways"
1346;U330514;U330500;0;1;"Viviendas";"Vivendas";"Houses"
1347;U330515;U330500;0;1;"Ingeniería hidráulica";"Enxeñaría hidráulica";"Hydraulic engineering"
1348;U330516;U330500;0;1;"Sistemas hiperestáticos";"Sistemas hiperestáticos";"Hyperstatic systems"
1349;U330517;U330500;0;1;"Edificios industriales y comerciales";"Edificios industriais e comerciais";"Industrial and commercial buildings"
1350;U330518;U330500;0;1;"Canales interiores";"Canais interiores";"Inland waterways"
1351;U330519;U330500;0;1;"Irrigación";"Irrigación";"Irrigation"
1352;U330520;U330500;0;1;"Construcciones ligeras";"Construcións lixeiras";"Light constructions"
1353;U330521;U330500;0;1;"Construcciones metálicas";"Construcións metálicas";"Metallic constructions"
1354;U330522;U330500;0;1;"Metrología de la edificación";"Metroloxía da edificación";"Metrology of building"
1355;U330523;U330500;0;1;"Organización de obras";"Organización de obras";"Organization of works"
1356;U330524;U330500;0;1;"Construcciones prefabricadas";"Construcións prefabricadas";"Prefabricated constructions"
1357;U330525;U330500;0;1;"Hormigón pretensado";"Formigón pretensado";"Prestressed concrete"
1358;U330526;U330500;0;1;"Edificios públicos";"Edificios públicos";"Public buildings"
1359;U330527;U330500;0;1;"Tendido de vías férreas";"Tendido de vías férreas";"Railway construction"
1360;U330528;U330500;0;1;"Regulaciones;códigos y especificaciones";"Regulacións;códigos e especificacións";"Regulations;codes and spectifications"
1361;U330529;U330500;0;1;"Construcción de carreteras";"Construción de carreteras";"Road construction"
1362;U330530;U330500;0;1;"Alcantarillado y depuración de aguas";"Rede de sumidoiros e depuración de augas";"Sewers and water purification"
1363;U330531;U330500;0;1;"Mecánica del suelo";"Mecánica do solo";"Soil mechanics"
1364;U330532;U330500;0;1;"Ingeniería de estructuras";"Enxeñaría de estruturas";"Structural engineering"
1365;U330533;U330500;0;1;"Resistencia de estructuras";"Resistencia de estruturas";"Structural strength"
1366;U330534;U330500;0;1;"Topografía de la edificación";"Topografía da edificación";"Topography of building"
1367;U330535;U330500;0;1;"Túneles";"Túneles";"Tunnels"
1368;U330536;U330500;0;1;"Obras subterráneas";"Obras subterráneas";"Underground works"
1369;U330537;U330500;0;1;"Planificación urbana";"Planificación urbana";"Urban planning"
1370;U330538;U330500;0;1;"Abastecimiento de agua";"Abastecemento de auga";"Water supply"
1371;U330539;U330500;0;1;"Construcciones de madera";"Construcións de madeira";"Wood constructions"
1372;U330590;U330500;0;1;"Transmisión de calor en la edificación";"Transmisión de calor na edificación";"Heat transmission in buildings"
1373;U330599;U330500;0;1;"Otras";"Outras";"Other"
1374;U330600;U330000;0;1;"Ingeniería y tecnología eléctricas";"Enxeñaría e tecnoloxía eléctricas";"Electrical technology and engineering"
1375;U330601;U330600;0;1;"Utilización de la corriente continua";"Utilización da corrente continua";"Direct current power utilization"
1376;U330602;U330600;0;1;"Aplicaciones eléctricas";"Aplicacións eléctricas";"Electricity applications"
1377;U330603;U330600;0;1;"Motores eléctricos";"Motores eléctricos";"Electric motors"
1378;U330604;U330600;0;1;"Iluminación eléctrica";"Iluminación eléctrica";"Electric lighting"
1379;U330605;U330600;0;1;"Conductores aislados";"Condutores aillados";"Insulated conductors"
1380;U330606;U330600;0;1;"Fabricación de equipo eléctrico";"Fabricación de equipo eléctrico";"Manufacture of electrical equipment"
1381;U330607;U330600;0;1;"Maquinaria rotatoria";"Maquinaria rotatoria";"Rotating machinery"
1382;U330608;U330600;0;1;"Interruptores";"Interruptores";"Switchgear"
1383;U330609;U330600;0;1;"Transmisión y distribución";"Transmisión e distribución";"Transmission and distribution"
1384;U330699;U330600;0;1;"Otras";"Outras";"Other"
1385;U330700;U330000;0;1;"Tecnología electrónica";"Tecnoloxía electrónica";"Electronic technology"
1386;U330701;U330700;0;1;"Antenas";"Antenas";"Antennae"
1387;U330702;U330700;0;1;"Electroacústica";"Electroacústica";"Audio-electronics"
1388;U330703;U330700;0;1;"Diseño de circuitos";"Deseño de circuitos";"Circuit design"
1389;U330704;U330700;0;1;"Transductores electroacústicos";"Transductores electroacústicos";"Electro-acoustic transducers"
1390;U330705;U330700;0;1;"Válvulas electrónicas";"Válvulas electrónicas";"Electron tubes"
1391;U330706;U330700;0;1;"Diseño de filtros";"Deseño de filtros";"Filter design"
1392;U330707;U330700;0;1;"Dispositivos láser";"Dispositivos láser";"Laser devices"
1393;U330708;U330700;0;1;"Dispositivos de microondas";"Dispositivos de microondas";"Microwave devices"
1394;U330709;U330700;0;1;"Dispositivos fotoeléctricos";"Dispositivos fotoeléctricos";"Photo-electric devices"
1395;U330710;U330700;0;1;"Radar";"Radar";"Radar"
1396;U330711;U330700;0;1;"Receptores de radio";"Receptores de radio";"Radio receivers"
1397;U330712;U330700;0;1;"Transmisores de radio (ver 3325.05)";"Transmisores de radio (ver 3325.05)";"Radio transmitters"
1398;U330713;U330700;0;1;"Dispositivos de grabación";"Dispositivos de gravación";"Recording devices"
1399;U330714;U330700;0;1;"Dispositivos semiconductores";"Dispositivos semicondutores";"Semi-conductor devices"
1400;U330715;U330700;0;1;"Dispositivos de sónar";"Dispositivos de sónar";"Sonar devices"
1401;U330716;U330700;0;1;"Dispositivos sónicos";"Dispositivos sónicos";"Sonic devices"
1402;U330717;U330700;0;1;"Dispositivos termoeléctricos";"Dispositivos termoeléctricos";"Thermo-electric devices"
1403;U330718;U330700;0;1;"Dispositivos termoiónicos";"Dispositivos termoiónicos";"Thermo-ionic devices"
1404;U330719;U330700;0;1;"Transistores";"Transistores";"Transistors"
1405;U330720;U330700;0;1;"Emisores de TV";"Emisores de TV";"TV emitters"
1406;U330721;U330700;0;1;"Receptores de TV";"Receptores de TV";"TV receivers"
1407;U330722;U330700;0;1;"Dispositivos ultrasónicos";"Dispositivos ultrasónicos";"Ultrasonic devices"
1408;U330723;U330700;0;1;"Dispositivos de rayos X";"Dispositivos de raios X";"X-ray devices"
1409;U330790;U330700;0;1;"Microelectrónica";"Microelectrónica";"Microelectronics"
1410;U330791;U330700;0;1;"Microelectrónica. Tecnología del silicio";"Microelectrónica. Tecnoloxía do silicio";"Microelectronics. Technology of silicon"
1411;U330792;U330700;0;1;"Microelectrónica. Tecnologías III-V y alternativas";"Microelectrónica. Tecnoloxías III-V e alternativas";"Microelectronics. Technologies III-V and alternatives"
1412;U330793;U330700;0;1;"Microelectrónica. Diseño";"Microelectrónica. Deseño";"Microelectronics;Design"
1413;U330799;U330700;0;1;"Otras";"Outras";"Other"
1414;U330800;U330000;0;1;"Ingeniería y tecnología del medio ambiente";"Enxeñaría e tecnoloxía do medio ambiente";"Environmental technology and engineering"
1415;U330801;U330800;0;1;"Control de la contaminación atmosférica";"Control da contaminación atmosférica";"Air pollution control"
1416;U330802;U330800;0;1;"Residuos industriales";"Residuos industriais";"Industrial wastes"
1417;U330803;U330800;0;1;"Tecnología del control de insectos";"Tecnoloxía do control de insectos";"Insect control technology"
1418;U330804;U330800;0;1;"Ingeniería de la contaminación";"Enxeñaría da contaminación";"Pollution enigneering"
1419;U330805;U330800;0;1;"Eliminación de residuos radiactivos";"Eliminación de residuos radiactivos";"Radio active wastes disposal"
1420;U330806;U330800;0;1;"Regeneración del agua";"Rexeneración da auga";"Reclamation of water"
1421;U330807;U330800;0;1;"Eliminación de residuos";"Eliminación de residuos";"Refuse disposal"
1422;U330808;U330800;0;1;"Tecnología del control de roedores";"Tecnoloxía do control de roedores";"Rodent control technology"
1423;U330809;U330800;0;1;"Ingeniería sanitaria";"Enxeñaría sanitaria";"Sanitary engineering"
1424;U330810;U330800;0;1;"Tecnología de aguas residuales";"Tecnoloxía de augas residuais";"Sewage technology"
1425;U330811;U330800;0;1;"Control de la contaminación del agua";"Control da contaminación da auga";"Water pollution control"
1426;U330899;U330800;0;1;"Otras";"Outras";"Other"
1427;U330900;U330000;0;1;"Tecnología de los alimentos";"Tecnoloxía dos alimentos";"Food technology"
1428;U330901;U330900;0;1;"Bebidas alcohólicas";"Bebidas alcohólicas";"Alcoholic beverages"
1429;U330902;U330900;0;1;"Piensos";"Pensos";"Animal feed"
1430;U330903;U330900;0;1;"Antioxidantes en los alimentos";"Antioxidantes nos alimentos";"Antioxydants in food"
1431;U330904;U330900;0;1;"Panadería";"Panadería";"Bakery"
1432;U330905;U330900;0;1;"Elaboración de cerveza";"Elaboración de cervexa";"Brewing"
1433;U330906;U330900;0;1;"Conservas";"Conservas";"Canning"
1434;U330907;U330900;0;1;"Productos de cereales";"Produtos de cereais";"Cereal products"
1435;U330908;U330900;0;1;"Colorantes";"Colorantes";"Colour"
1436;U330909;U330900;0;1;"Productos lácteos";"Produtos lácteos";"Dairy products"
1437;U330910;U330900;0;1;"Aroma y sabor";"Aroma e sabor";"Flavour"
1438;U330911;U330900;0;1;"Fabricación de harina";"Fabricación de fariña";"Flour miling"
1439;U330912;U330900;0;1;"Aditivos alimentarios";"Aditivos alimentarios";"Food additives"
1440;U330913;U330900;0;1;"Conservación de alimentos";"Conservación de alimentos";"Food preservation"
1441;U330914;U330900;0;1;"Elaboración de alimentos";"Elaboración de alimentos";"Food processing"
1442;U330915;U330900;0;1;"Higiene de los alimentos";"Hixiene dos alimentos";"Food sanitation"
1443;U330916;U330900;0;1;"Secado por congelación";"Secado por conxelación";"Freeze-drying"
1444;U330917;U330900;0;1;"Liofiliación";"Liofiliación";"Lyophilisation"
1445;U330918;U330900;0;1;"Bebidas no alcohólicas";"Bebidas non alcohólicas";"Non-alcoholic beverages"
1446;U330919;U330900;0;1;"Pasterización";"Pasterización";"Pasteurisation"
1447;U330920;U330900;0;1;"Propiedades de los alimentos";"Propiedades dos alimentos";"Properties of food"
1448;U330921;U330900;0;1;"Alimentos proteínicos";"Alimentos proteínicos";"Protein food"
1449;U330922;U330900;0;1;"Refrigeración";"Refrixeración";"Refrigeration"
1450;U330923;U330900;0;1;"Estabilizadores";"Estabilizadores";"Stabilisers"
1451;U330924;U330900;0;1;"Almidón";"Amidón";"Starch"
1452;U330925;U330900;0;1;"Esterilización de alimentos";"Esterilización de alimentos";"Sterilisation"
1453;U330926;U330900;0;1;"Azúcar";"Azucre";"Sugar"
1454;U330927;U330900;0;1;"Alimentos sintéticos";"Alimentos sintéticos";"Synthetic foods"
1455;U330928;U330900;0;1;"Aceites y grasas vegetales";"Aceites e graxas vexetais";"Vegetable oils and fats"
1456;U330929;U330900;0;1;"Vino";"Viño";"Wine"
1457;U330990;U330900;0;1;"Microbiología de alimentos";"Microbioloxía de alimentos";"Food microbiology"
1458;U330991;U330900;0;1;"Conservación;posrecolección";"Conservación;posrecolección";"Preserving;post-harvest"
1459;U330992;U330900;0;1;"Bioquímica y microbiología de los procesos fermentativos";"Bioquímica e microbioloxía dos procesos fermentativos";"Biochemistry and microbiology of fermentative processes"
1460;U330993;U330900;0;1;"Conservas vegetales";"Conservas vexetais";"Vegetable canning"
1461;U330995;U330900;0;1;"Tecnología de alimentos. Transmisión de calor en refrigeración y congelación";"Tecnoloxía de alimentos. Transmisión de calor en refrixeración e conxelación";"Food technology;heat transmission in refrigeration and freezing"
1462;U330999;U330900;0;1;"Otras";"Outras";"Other"
1463;U331000;U330000;0;1;"Tecnología industrial";"Tecnoloxía industrial";"Industrial technology"
1464;U331001;U331000;0;1;"Equipo industrial";"Equipo industrial";"Industrial equipment"
